period	words	title	genre	left	node	right	form	period_short
1930	senang	S 22Oct38:3	newspapers	.. dan begitu juga perkara kehidupannya di dunia ini jangan sekali2 hendaknya sebagaimana kejadian seperti katak di bawah tempurung yang maknanya tidak mendapat ianya <phr>mengkecap</phr>	<w type=“target”>kesenangan</w>	<phr>di dunia</phr> dan tertipu semata-mata oleh kaum2 bapa yang ganas perangainya. 3. Berjemat bercermat itu asasnya ialah daripada kaum2 ibu juga jadinya hendaklah tiap2 kita ....	nominalised	1900s
1930	senang	S 22Oct38:4	newspapers	. sangat2lah berkehendak yang kaumnya itu supaya hidup mulia dan senang lenang di dalam serba serbinya oleh kerana yang demikian itu tiada adalah lain kerana <phr>memperolehi</phr> <phr>segala</phr>	<w type=“target”>kesenangan</w>	melainkan berusahalah ketua2 bagi kaum itu mencari beberapa jalan kerana kefaedahan bagi kaum dan bangsanya itu supaya hidup dengan sempurnanya. Maka untuk menjadi ......	nominalised	1900s
1930	senang	PK 125:12d	newspapers	..... sendiri balik mempersenda , dik kebolehanmu kurang berpada. | Fikir kepada saksama menajuk kerja , agar kebahagiaan dapat ditaja , kecekalan hati bermula dipuja , <phr>buktinya</phr>	<w type=“target”>kesenangan</w>	<phr>itulah raja</phr>. | Hidup mudamu biar bermakna , sebagai dikenang pemuda pembina , kelemahan kaumnya yang meleset merana , terjulang semula ke kemuncak rawana. | Kenanglah ...	nominalised	1900s
1930	senang	PK 140:4d	newspapers	.... orang ; orang yang tekun berusaha kuat , darjatnya tinggi nyatalah terang. | Usaha tekun pada sesuatu , disertakan pula oleh tenaga ; kerja sendiri tidak berwaktu , <phr>mendapat</phr>	<w type=“target”>kesenangan</w>	itulah tangga. | Orang yang hidup mestilah berusaha , membuat kerja bertugas hati ; jauhkan daripada perangai mulha , sebarang yang dicita beroleh nanti. | Sesuatu kerja	nominalised	1900s
1930	senang	S 31May39:5	newspapers	...... bahwa hidup itu tidak berkehendak makan, bagaimana juga tiada siapa hendak menolakkan bahwa miskin itu tidak berhajat kepada kekayaan dan susah itu tidak <phr>berhajat kepada</phr>	<w type=“target”>kesenangan</w>	. Kita tahu dan faham berkata bahwa orang2 Cina dan sebagainya tiap2 yang memandang menguati nikmat dan bahagia di dalam watan kita ini yang dari mulanya lagi bermodalkan	nominalised	1900s
1940	senang	PK 146:2a	newspapers	.. : oleh Ahmad al-Qaf : P Perkara bersekutu selalu disebut , patutlah memang kita menyebut , perdirian Persekutuan segeralah rebut , perselisihan kelak senang dihumbut. | R <phr>Rupa</phr>	<w type=“target”>kesenangan</w>	boleh <phr>dicari</phr>, riak kewatanan sama mengembari , rukun damai juga dikejari , riuh persengketa tentulah lari. | S Sekalian kemajuan boleh dijangka , sentosa aman setiap ...	nominalised	1900s
1940	senang	PK 182:10b	newspapers	.... wajah makrifat. | Satu daripada permintaan itu , Malaya wajib menutup pintu , jika tidak diperbuat begitu , tiadalah ramai dagang melutu. | Kerana dagang ramainya sungguh ,	<w type=“target”>kesenangan</w>	Melayu <phr>ialah musuh</phr> , ribut bencana tidaklah teduh , bangsa luar empunya pengaruh. | Yang kedua disebutkan terang , bahasa Melayu rasmikan sekarang , bahasa lain tidak ...	nominalised	1900s
1940	senang	PK 269:11d	newspapers	.. berkeliar , negeri tertawan sukar ditebus atau dibayar. | Tolong dengan wang dan harta , waima nyawamu hendak dipinta , terpaksa kamu mesti menyerta , kemenangan maha Britain	<w type=“target”>kesenangan</w>	<phr>kita</phr>. | Sokong hatta jadi askari , mesti kita hadirkan diri , kerana memelihara watan negeri , kemenangan diharap Tuhan memberi. | §	nominalised	1900s
1940	senang	S 13Jan40:2	newspapers	.. tentulah sekali mereka bersusah payah, hadir jamaat setiap2 waktu. Oleh itu bermuwafakatlah orang tua2 di situ buat mendirikan sebuah madrasah kecil yang lain supaya <phr>menjadi</phr>	<w type=“target”>kesenangan</w>	<phr>bagi</phr> mereka yang jauh, sekiranya jika tiada sempat hendak datang ke madrasah lama supaya bersama2 mehadiri jemaah. Allah subhanahu wataala telah berfirman di dalam ......	nominalised	1900s
1940	senang	S 20Jan40:5	newspapers	. kita jalankan ikhtiar buat mendapat tahu betapa tanggungan satu2 kaum penduduk di Malaya kita ini di hari ini. Di pihak yang senang dan di pihak mana yang susah yang <phr>mendapat</phr>	<w type=“target”>kesenangan</w>	itu daripada mana diperolehinya dan yang susah darimana datangnya kesusahan2 itu. Kesenangan yang diperoleh di pihak yang senang itu dengan apa jalan. Adakah dengan .....	nominalised	1900s
1940	senang	S 20Jan40:5	newspapers	.. ini di hari ini. Di pihak yang senang dan di pihak mana yang susah yang mendapat kesenangan itu daripada mana diperolehinya dan yang susah darimana datangnya kesusahan2 itu.	<w type=“target”>kesenangan</w>	<phr>yang diperoleh</phr> </phr>di</phr> pihak yang senang itu dengan apa jalan. Adakah dengan perolehan dengan mereka itu sendiri atau adakah mereka mendapat peluang2 yang terlebih banyak. ...	nominalised	1900s
1940	senang	S 27Jan40:3	newspapers	.. dan bangsa yang kemunduran di medan pergerakkan bangsa. Maka terwajiplah bagi kita bersama2 bekerja di atas perkara2 yang dikehendaki supaya aman sentosa tanah air kita <phr>rasa</phr>	<w type=“target”>kesenangan</w>	dan <colloc>kelapangan</colloc> pada pencarian kehidupan baik kecil walau pun besar, kita berkehendak adil dan sama rama kerana tanah di sini kepunyaan kita. Ya beliawan2ku cobalah ......	nominalised	1900s
1940	senang	S 17Feb40:4	newspapers	... sebagai biasa pada tiap2 tahun yang sudah2 kerajaan memungut hasil2 tanah selain daripada biasa di office maka diadakan juga memungut hasil2 itu di dalam mukim iaitu supaya	<w type=“target”>kesenangan</w>	<phr>kepada</phr> hamba rakyat yang berjauhan daripada pekan. Oleh itu siapa2 tuan tanah yang belum lagi membayar hasil tanahnya bagi tahun 1940 ini di Office Tanah Kuala Kangsar ..	nominalised	1900s
1940	senang	PK 294:23c	newspapers	. mengasuh anak bangsa ; simpang-perenang segeralah buru , mudah-mudahan terlepas sebarang seksa. | Bangkitlah kaumku yang janda janda , bangkit pada menghormati diri ; <phr>mengadun</phr>	<w type=“target”>kesenangan</w>	biarlah berpada , di kalangan bangsamu hiburkan peri. | Bangkit kaumku pimpin penganjur , bangkit memenuhi segala pengharapan ; bangsamu sedia menanti anjur , menanti ...	nominalised	1900s
1940	senang	PK 304:9d	newspapers	...... ; kemajuan patut diberati , harumlah bangsa dengan kemerdekaan. | Idaman mengidam kepada selamat , watan dan bangsa seisi negeri ; iktisad hidup jagalah cermat , <colloc>kemuliaan</colloc>	<w type=“target”>kesenangan</w>	kelak <phr>termeterai</phr>. | Idaman mengidam kepada tawakal , serahkan diri kepada Tuhan ; niat bersih cita-cita pukal , nikmat akhir beroleh kelebihan. | §	nominalised	1900s
1940	senang	PK 324:1d	newspapers	§ Marilah Taja : oleh Mustika : Marilah kita hilangkan duka , bermutu bahagian segera ditaja ; tunjukkan baktimu setiap ketika , untung	<w type=“target”>kesenangan</w>	<phr>dijual</phr> <phr>dijaja</phr>. | Mengikut aliran zaman sekarang , hidup bekerja sudahlah tentu ; marilah kita tampil memarang , sesama Melayu hendaklah bersekutu. | Apa tuan fikirkan ...	nominalised	1900s
1810	senang	Fansur 14:9a	verses	..... asal bicaranya. , Dengar di tuan sekaliannya rata , itulah mula persahabatan , Tuanku Sultan empunya perbuatan , pergi ke Poncan berjabat tangan , berteguh bicara <colloc>hendak</colloc>	<w type=“target”>kesenangan</w>	, bertemu kata tidak bersalahan. , Allah menolong* pada hambanya , serta dan hormat dikerjakannya. , Tuanku masuk ke dalam gedung* , baris terdiri tambur berpukul , alam	nominalised	1800s
1820	senang	Kosta 607b	verses	..... Léla Siti , harap bunda jadi gusti. | Tuan satu cuma ada , buah hati nyawa bunda , harap tidak lagi béda , tulus teguh dalam dada. | Tuan seorang pergantungan , <phr>beri</phr> hidup	<w type=“target”>kesenangan</w>	, harap umak berpanjangan , tuan seorang di junjungan.” | Dengar oléh Sinyor Kista , belas sangat dalam cinta , sapu tangan ambil serta , lalu sapu air mata. | Sapu mata	nominalised	1800s
1820	senang	T&K 4v,5c	verses	........ digusari mahakuasa negeri , bukankah musuh tedung yang bahari , makanya tuanku menurutkan peri | berapa tahun bulan dan hari , tuanku telah memerintahkan negeri , <phr>dengan</phr>	<w type=“target”>kesenangan</w>	jua tuanku berperi , sekarang ini tersemulah diri | patik bersembah memohonkan tawakal , perkataan patik jangan disangkal , patik nin hamba di bawah capal , tedung nin ..	nominalised	1800s
1830	senang	Mekah 1d	verses	§§ Bismillahi 'r-rahmani 'r-rahim. Bismillah itu mula kusebut , Rahman dan rahim sifat mengikut , Dunia akhirat tiada luput ,	<w type=“target”>kesenangan</w>	<colloc>ikan</colloc> di dalam laut | Alhamdulillah puji yang baik , Rabb al-`Alamin sifatnya Khaliq , Selawatkan Nabi Rasul yang sadiq , Muhammad yatim Amin al-Rizq | Salam yang daim ...	nominalised	1800s
1830	senang	Perb 6a	verses	......... orang rata keliling | tiada bermula mencari sabit , sekonyong-konyong mendapatkan penyakit , jalan yang raya menjadi sempit , sekalian manusia ramai membangkit | <phr>di dalam</phr>	<w type=“target”>kesenangan</w>	* tidak berputus , segala raja-raja utus-mengutus , bergaji sebulan tigabelas ratus , habis terjahanam bagai dihembus | darihalnya sultan raja yang asli , gagap dan buta .	nominalised	1800s
1870	senang	Buah 60v 1d	verses	... ingin Kumbang begitu , Segera disuru[h] cari(k) ole[h] peratu | Sebab Kumbang punya karangan , Sampai puteri buat kenangan , Sampai kapan berpandangan , Pandai Kumbang <phr>buat</phr>	<w type=“target”>kesenangan</w>	| Sigera dinanti setiap hari , Dinanti ole[h]lah tuan puteri , Sekalian dayang habis mencari , Pada Kumbang yang jauhari | Pegimana gerangan akan rupanya , Sebab ........	nominalised	1800s
1870	senang	WHaji f.43	verses	. orang yang lebih fardhu bekal hidup di dalam dunia tiada lain melainkan tanam padi juga. Dan jikalau sekalian orang sudah tiada kekurangan buat makanan, niscaya nanti <phr>di dalam</phr>	<w type=“target”>kesenangan</w>	, dengan tolongan daripada Tuhan Allah boleh menjadikan segala kepandaian kerajinan yang lain2, dan jikalau sudah berlaku dia punya kerajinan, dan didapat kehasilannya,	nominalised	1800s
1890	senang	SSiti 189:10d	verses	... bondanya , Menaruh percintaan di dalam kalbunya. | Apakah lagi yang aku gerangan , Puteri nan tentu di dalam tangan , Biarlah dahulu jadi tunangan , Kerana hendak <phr>mencari</phr>	<w type=“target”>kesenangan</w>	. | Jikalau belum bertemu ayahku , Belumlah senang rasanya hatiku , Bernama isteri sabar laku , Kerana tentu di dalam maklumku. | Bertambah pilu di dalam cita , ..........	nominalised	1800s
1890	senang	SAB 166:7b	verses	... poenja moera hati , Permoehoenan kami tiada brenti , Kepada Toehan Allah jang sedjati , Segala manoesia haroes berbakti | Kami memoehoenkan dengan hati renda , Brilah <phr>tempat</phr>	<w type=“target”>kesanangan</w>	<phr>djiwa</phr> Beginda , Sultan Abubakar jang mangkat soeda , Tinggal di sorga tempat jang enda | Waktoe hidoep nja Toehan pliara , Soeda menoelong segala perkara , Mendjadi .....	nominalised	1800s
1890	senang	SAB 167:1d	verses	........ nagara , Arif bidjaksana nja tiada terkira | Segala perkara Toehan soeda membagi , Doerdjat kamoeliahan pangkat jang tinggi , Sekarang djiwa nja soedalah pergi , <phr>Brilah</phr>	<w type=“target”>kasenangan</w>	<phr>jang terlebih</phr> lagi | Tempo hidoep nja Sultan nagara , Soeka menoeloeng segala perkara , Kepada jang miskin hidoep sangsara , Hati nja doermawan tangan nja moera | Sangat	nominalised	1800s
1890	senang	SAB 167:5d	verses	... , Djarang Sultan seperti Beginda , Tiada kadengaran djahat nja ada | Tempo hidoep nja sekian lama , Tangan nja moera membri derma , Sekarang djiwa nja Toehan terima , <phr>Brilah</phr>	<w type=“target”>kesenangan</w>	slama lama | Brilah djiwa nja tinggal disorga , Kesenangan disana tiada terhingga , Disana tiada lapar dan doeaga , Amal jang baik besarlah harga | Ya Allah Toehan jang .	nominalised	1800s
1890	senang	SAB 167:6b	verses	... nja ada | Tempo hidoep nja sekian lama , Tangan nja moera membri derma , Sekarang djiwa nja Toehan terima , Brilah kesenangan slama lama | Brilah djiwa nja tinggal disorga ,	<w type=“target”>kesenangan</w>	<phr>disana</phr> <phr>tiada terhingga</phr> , Disana tiada lapar dan doeaga , Amal jang baik besarlah harga | Ya Allah Toehan jang amat besar ada , Brilah berkat kepada Sultan moeda , Sultan	nominalised	1800s
1890	senang	SAB 171:6c	verses	. Meldrum lantas bersebda , Memoehoenkan berkat diatas Beginda , Sultan Abubakar jang mangkat soeda | Ya Allah Toehan jang amat moera , Djiwa nja Almarhoem kami bersera , <phr>Tempat</phr>	<w type=“target”>kesenangan</w>	minta dipliara , Tinggal disorga dengan nja sigra | Kerna Almarhoem amat doermawan , Moera hati nja soekar jang lawan , Soenggoehlah dia orang bangsawan , Segala ........	nominalised	1800s
1890	senang	SAB 183:4d	verses	.. astana nja harta dan benda , Banjak matjam priasan nja ada | Apa lagi koeda dan kreta nja , Segala jang mahal ada harga nja , Sangatlah enda diliat roepa nja , <phr>Poeaslah</phr> soeda	<w type=“target”>kesenangan</w>	<colloc>doenia nja</colloc> | 34 tahoen soeda memerenta , Mendjadi Sultan di Johor kota , Brapa mendapat bersoeka tjita , Pergi blaijar koeliling nja rata | Poeaslah kesenangan di doenia	nominalised	1800s
1890	senang	SAB 183:6a	verses	, Poeaslah soeda kesenangan doenia nja | 34 tahoen soeda memerenta , Mendjadi Sultan di Johor kota , Brapa mendapat bersoeka tjita , Pergi blaijar koeliling nja rata | <phr>Poeaslah</phr>	<w type=“target”>kesenangan</w>	<phr>di doenia</phr> ini , Soeda maliat negri kesana sini , Soeda miningalkan doenia jang fani , Senang disorga sekarang kini | Dari Almarhoem baik hati nja , Waktoe hidoep brapa ..	nominalised	1800s
1890	senang	SAB 183:7d	verses	... miningalkan doenia jang fani , Senang disorga sekarang kini | Dari Almarhoem baik hati nja , Waktoe hidoep brapa kesanangan nja , Toehan Allah sangat kasih pada nja , <phr>Membri</phr>	<w type=“target”>kesenangan</w>	selama hidoep nja | Sekarang diharap demikian djoega , Senang djiwa nja didalam sorga , Kesenangan disana tiada terhingga , Amal jang baik mahal lah harga | Soeda .......	nominalised	1800s
1890	senang	SAB 184:1c	verses	.... hidoep brapa kesanangan nja , Toehan Allah sangat kasih pada nja , Membri kesenangan selama hidoep nja | Sekarang diharap demikian djoega , Senang djiwa nja didalam sorga ,	<w type=“target”>kesenangan</w>	<phr>disana</phr> <phr>tiada terhingga</phr> , Amal jang baik mahal lah harga | Soeda tjoekoeplah kesenangan nja , Waktoe Almarhoem ada aijat nja , Soeda memboeat senang hati nja , Lima kali .	nominalised	1800s
1890	senang	SAB 184:5d	verses	Makan dan minoem segala roepa , Soeda blandja banjak nja brapa | Almarhoem mendapat wang tiada soesa , Banjak asil nja negri dan desa , Dalam setahoen berpoeloeh laksa , <phr>Banjak</phr>	<w type=“target”>kesenangan</w>	soeda <phr>di rasa</phr> | Kesenangan doenia poeaslah soeda , Diharap mendapat jang lebih enda , Kesanangan disorga seratoes ganda , Disanalah tinggal djiwa nja Beginda | Tinggal ..	nominalised	1800s
1890	senang	SAB 184:6a	verses	... , Soeda blandja banjak nja brapa | Almarhoem mendapat wang tiada soesa , Banjak asil nja negri dan desa , Dalam setahoen berpoeloeh laksa , Banjak kesenangan soeda di rasa |	<w type=“target”>kesenangan</w>	<colloc>doenia</colloc> <phr>poeaslah</phr> soeda , Diharap mendapat jang lebih enda , Kesanangan disorga seratoes ganda , Disanalah tinggal djiwa nja Beginda | Tinggal dimana tempat jang baka , ...	nominalised	1800s
1890	senang	SAB 184:6c	verses	.... , Banjak asil nja negri dan desa , Dalam setahoen berpoeloeh laksa , Banjak kesenangan soeda di rasa | Kesenangan doenia poeaslah soeda , Diharap mendapat jang lebih enda ,	<w type=“target”>Kesanangan</w>	<phr>disorga</phr> <phr>seratoes ganda</phr> , Disanalah tinggal djiwa nja Beginda | Tinggal dimana tempat jang baka , Tempat segala orang bersoeka soeka , Dengan tertawa dan manis moeka , ...	nominalised	1800s
1890	senang	SAB 185:3b	verses	.. lama nja | Jang kami taoe dengan pasti , Almarhoem itoe sangat moera hati , Kepada Toehan sangat berbakti , Memboeat amal tiada brenti | Kami memoehoenkan hati renda , <phr>Brilah</phr>	<w type=“target”>kesenangan</w>	<phr>djiwa</phr> Beginda , Didalam sorga tempat jang enda , Banjak kebadjikan di boeat nja soeda | Waktoe hidoep nja Toehan bertjinta , Mendjadikan Sultan doedoek memerenta , ......	nominalised	1800s
1890	senang	SAB 195:4b	verses	.... tjinta Beginda , Brapa Toean Pandita mendoa soeda , Memoedji Almarhoem sangatlah enda , Minta diberkatkan Sultan jang moeda | Diminta djiwa nja Almarhoem bistari , <phr>Mendapat</phr>	<w type=“target”>kesenangan</w>	tiada terpi , Tinggal disorga Toehan Allah membri , Bersoeka tjita spandjang nja hari | Kesangan didoenia tiada brapa lama nja , Kesangan disorga pada slama-lama nja , ..	nominalised	1800s
1890	senang	SAB 195:5a	verses	........... Sultan jang moeda | Diminta djiwa nja Almarhoem bistari , Mendapat kesenangan tiada terpi , Tinggal disorga Toehan Allah membri , Bersoeka tjita spandjang nja hari |	<w type=“target”>Kesangan</w>	<phr>didoenia</phr> <colloc>tiada brapa lama nja</colloc> , Kesangan disorga pada slama-lama nja , Segala kesoesahan abislah semoa nja , Bersoeka tjita memoedji Toehan nja | Disorga tiada boelan dan .	nominalised	1800s
1890	senang	SAB 195:5b	verses	.... nja Almarhoem bistari , Mendapat kesenangan tiada terpi , Tinggal disorga Toehan Allah membri , Bersoeka tjita spandjang nja hari | Kesangan didoenia tiada brapa lama nja ,	<w type=“target”>Kesangan</w>	<phr>disorga</phr> <colloc>pada slama-lama nja</colloc> , Segala kesoesahan abislah semoa nja , Bersoeka tjita memoedji Toehan nja | Disorga tiada boelan dan mata-hari , Terang dengan tjaija nja .....	nominalised	1800s
1890	senang	SAB 196:5d	verses	... djoega , Kebagoesan sorga tiada terhingga , Mas dan perak tiada berharga | Disorga tempat jang soetji amat , Djoega nama nja negri slamat , Disorga tiada ada kiamat , <phr>Tempat</phr>	<w type=“target”>kesangan</w>	segala oemat | Disorga tempat jang amat moelia , Tiada jang miskin tiada jang kaia , Segala nja kaija disana dia , Segala nja senang tiada jang paia | Perkara sorga di ....	nominalised	1800s
1910	senang	Raksi 25c	verses	. berkat | Jika esa bersama lima , Tiada baik lawan bersama , Karena tak sedar binasa nama , Bercerai juga tiada akan lama | Jika esa bersama enam , Berbaik juga boleh bertanam ,	<w type=“target”>kesenangan</w>	dapat tiada <phr>terbenam</phr> , Tiadalah harta binasa jahanam | Jika satu bersama tujuh , Tiada baik menjadi jodoh , Hati di dalam pandangan jauh , Jadilah seperti menaruh musuh .	nominalised	1900s
1910	senang	Raksi 220c	verses	... kamu kebajikan | Inilah nasihat jika hendak bertemu seseorang supaya terpelihara dirinya. | Jika hendak bertemu seseorang , Bangsa yang baik atau pun kurang , Dipkirkan <colloc>masa</colloc>	<w type=“target”>kesenangan</w>	<colloc>orang</colloc> , Janganlah pergi waktu sebarang | Barangkali orang di dalam halnya , Kita pergi ke rumah ianya , Nyatalah kita kurang pikirnya , Dikecualikan rumah ibu bapanya | .	nominalised	1900s
1930	senang	TZA 1.679d	verses	.... , memberi fikiran halus dan kasar , menyenang kepada Sahibu'l-`asar. | Bahasa Melayu penasihat negeri , jalan kebajikan dia memberi , boleh diminta tiap-tiap hari , <phr>memberi</phr>	<w type=“target”>kesenangan</w>	<colloc>rakyat sendiri</colloc>. | Sediakan dia rumah dan tangga , kampung halaman demikian juga , beserta dengan orang menjaga , dibayar gaji kerajaan belaka. | British Adbisyar ........	nominalised	1900s
1930	senang	TZA 1.805b	verses	... mengatur hal negeri , fikiran diminta tiap-tiap hari , rumah yang baharu banyak terdiri , amanlah perjalanan demikian peri. | Beberapa undang-undang sudah berjalan , <phr>memberi</phr>	<w type=“target”>kesenangan</w>	<colloc>handai taulan</colloc> , dibetul segala pasar pangkalan , bangunan ofis berambal-ambalan. | Rakyat diberi tanah percuma , disuruh berkebun atau berhuma , sekalian pun senang .....	nominalised	1900s
1930	senang	TZA 1.811d	verses	.. hutan , ramai kuli berebut-rebutan , mencari kerija betina jantan. | Diletak raja di Kuala Berang , menjaga periksa segala barang , mengeluarkan pas apa yang kurang , <phr>memberi</phr>	<w type=“target”>kesenangan</w>	<colloc>kepada orang</colloc>. | Tengku Muda merintah di sana , ipar dengan marhum yang fana , perintah adil terlalu kena , kasih kepada Melayu dan Cina. | Dialah membukan* Kuala Berang .	nominalised	1900s
1930	senang	TZA 1.897b	verses	..... | Jika beta merintah negeri , tersangat susah ke sana ke mari , ketahuilah sahaja sekalian diri , pekerjaan ditanggung setiap hari. | Bukan mudah merintah negara , <phr>memberi</phr>	<w type=“target”>kesenangan</w>	"<colloc>rakyat tentera</colloc> , jika akal sudah cendara , betapalah boleh membuat kira?"" | Wazir menjawab selaku duka , ""Silalah fikir seri paduka , membuang kerajaan boleh seketika , ."	nominalised	1900s
1930	senang	TZA 2.538d	verses	.... ini saya cerita , kepada Allah syukurlah kita. | Hilanglah kisah warta kemalangan , sekadar membuat tanda kenangan , dengan safa`at Nabi junjungan , sempurna makhluk <phr>dengan</phr>	<w type=“target”>kesenangan</w>	. | Kisah yang lain saya nyatakan , harap dimaaf tuan mendengarkan , mana yang salah tolong betulkan , sajak yang janggal tolong ubahkan. | Saya bukan orang meherti , ....	nominalised	1900s
1930	senang	TZA 2.1461a	verses	. ayahanda bonda jangan kesusahan. | Dan dipohon anakanda yang duka , laki isteri ayahanda paduka , bercemar duli ke sana belaka , melihat temasya bersuka-suka. | Bila masa <phr>ada</phr>	<w type=“target”>kesenangan</w>	, sila berangkat duli junjungan , bermain ke sana membuat kenangan , selamanya hati anakanda berangan. | Jikalau hendak berangkat ayahanda , memberitahu kepada anakanda .	nominalised	1900s
1880	riang	Pah 11:36	prose	........ menteri yang bijaksana. Selamatlah Engku Muda bersemayam di dalam pelamin dengan kesukaan serta berkasih-kasihan laki isteri dan paduka ayahanda ‹dan› bonda <phr n=“PT1” ana=“meta”>tersangatlah</phr>	<w type=“target”>keriangan</w>	<phr ana=“meta”>hatinya</phr> melihatkan puteranya berkasih-kasihan itu. Maka Encik Engku Aman dan Encik Engku Da hari-hari bermain-mainan kereta kuda, bersuka-sukaannya dan sekalian ‹maka› ...	nominalised	1800s
1930	riang	S 11May32:6	newspapers	mereka itu munasabah dengan muslihat negeri dan rakyatnya, tetapi kita sebagai orang jurutulis yang berkhidmatkan ilmu tidaklah dapat kita hendak <phr n=“PT1” ana=“meta”>menyebut keputusan itu dengan</phr>	<w type=“target”>keriangan</w>	sebab pada fikiran kita pada masa ini kita terlebih mustahak mencari jalan-jalan yang boleh menambahkan kerapatan kita sesama Melayu daripada berbuat sesuatu pekerjaan ...	nominalised	1900s
1930	riang	M 6Feb33:6	newspapers	"... mereka mudah-mudahan dengan sebab Kaum Ibu. Kita telah lekas sedar itu dapatlah kelak kita merentang untuk merentas jalan yang sehabis-habis dekat. Saya amat sangat <phr n=“PT1” ana=“meta” sense=""to increase/add"">bertokok</phr>"	<w type=“target”>keriangan</w>	lagi kerana dapat pula mendengar perkhabaran yang di Kelang pun telah didirikan Kelab Perempuan Melayu sungguh bagus perempuan Melayu Kelang dengan diam-diam telah .......	nominalised	1900s
1930	riang	S 15Jan36:8	newspapers	. atau berduka cita kamu pun wajiblah menurut bersama2 duka cita serta hiburkan hatinya. Begitu juga jika ianya berkeadaan bersuka cita “lubsanabilah” pula olehmu akan <phr n=“PT1” ana=“meta”>didengar</phr>	<w type=“target”>keriangan</w>	dan muka yang manis dengan perbuatanmu yang demikian tak dapat tidak menjadi bertambah2 kasih sayang suamimu kepadamu kerana difikirnya kamu seorang perempuan yang taat ..	nominalised	1900s
1930	riang	PK 101:2c	newspapers	.oleh Danial Din : Di barat matahari terang , alam yang tadinya kelam ; kabus yang sedang berbalam , telah terang-temerang | pagi hampir tiba , unggas berterbangan ; <phr n=“PT1” ana=“meta”>menunjukkan</phr>	<w type=“target”>keriangan</w>	, keluar mencari laba | makhluk bersuka ria , menyambut kedatangan bahari ; alam bertambah berseri , mengalukan tetamu dia | matahari hampir rembang , tamadun dunia Barat	nominalised	1900s
1920	gembira	PK 7:12d	newspapers	...... terang , bertambah-tambah bukanlah kurang. | Apabila Semenanjung melihat keadaan , putera dan dagang bersuka-sukaan , bersama-sama membuat perusahaan , <phr n=“PT1” ana=“meta”>besarlah hati dengan</phr>	<w type=“target”>kegembiraan</w>	. | Wahai Semenanjung negeri yang masyhur , tanahmu luas sangatlah makmur , datanglah dagang Barat dan Timur , menumpang hidup sentiasa umur. | Wahai Semenanjung negeri .	nominalised	1900s
1930	gembira	S 6Nov37:7	newspapers	.. ditingkah oleh kecapi perhatian cinta kasih putera dan puteri buminya, melenggang lemah gemalai dengan kepala yang tegak dan rambut yang mengering, ditepuk <phr n=“PT1” ana=“WIDLII”>sorak</phr> kesatuan dan	<w type=“target”>kegembiraan</w>	seluruh anak tanahairnya yang berderu2 menyerukan: Hiduplah roh “politik” dan “ekonomi” di dalam jasad yang satu yakni “kerajaan kebangsaan” yang permai dan riang!”	nominalised	1900s
1930	gembira	PK 107:5d	newspapers	hampir tiris , walhal masanya baharu terguris! | Sekarang terbitlah akhbar kebangsaan , seluruh Semenanjung senyum kesukaan , sini sana bersorak kejayaan , selamat! jaya! <phr n=“PT1” ana=“non-m”>ucapan</phr>	<w type=“target”>kegembiraan</w>	! | Marilah wahai teruna perawan , menyambut 'utusan' jadikan kawan , menyokong kezahirannya tetapkan belanjawan , mulalah berlanggan dengan setiawan. | Langganlah ......	nominalised	1900s
1640	bahagia	BS.L 2/13:29	letters_&_documents	Aceh Dar al-Salam. Tatkala itu adalah umur baginda tujuh tahun. Demi ditilik Raja Iskandar Muda akan Sultan Alauddin Mughayat Syah, maka kelihatanlah <phr>cahaya segala tanda</phr>	<w>kebahagiaan</w>	"<phr>pada mukanya</phr> dan segala sifat yang tiada terperi kepujiannya. Maka diketahui Raja Iskandar Muda adalah dengan ilmu firasatnya: ""Bahawasanya ialah raja aad-diraja yang"	nominalised	1600s
1900	bahagia	Imam 483:21	newspapers	makan angin sahaja. 4. Di tanahair kita memelihara mereka itu akan adab mereka itu sendiri - dan kita mengengkarkan diri kita dan ada kita di negeri kita. 5. <phr>Setengah daripada</phr>	<w>kebahagiaan</w>	ahli-ahli mereka itu ialah laki-laki yang memilih bagi tunangan - dan kita ialah menyerahkan memilih itu tunangnya bagi orang yang laki-laki atau perempuan yang kita	nominalised	1900s
1930	bahagia	S 12Sep31:1	newspapers	Raffles berapa kerat adanya Cina-Cina di dalam negeri-negeri Selat dan negeri-negeri Melayu ini? Sungguh pun orang-orang Cina itu telah berserak pada seluruh benua Asia hingga	<w>kebahagiaan</w>	<phr>dunia-dunia yang lain pun</phr>, tetapi pelatlah mereka itu mengubah adat, bahasa, ugama dan fikiran mengikut negeri-negeri yang didiaminya. Mereka tidak boleh berniat yang	nominalised	1900s
1930	bahagia	M 14Sep32:7	newspapers	dan betul belaka, tetapi saya mengaku segala apa yang hendak disajikan ini terbit daripada hati yang suci dan sempurna kasih kepada kaum dan bangsa. Oleh sebab <phr>tamak saya akan</phr>	<w>kebahagiaan</w>	dan <colloc>kemajuan</colloc> Melayu pada masa yang akan datang, maka saya cuba membuka pintu. Saya sangat bersetuju jika semua nazir sekolah-sekolah Melayu termasuk penolong nazir dan	nominalised	1900s
