period	words	genre	title	citation	syntax	form
1820s	bahagia	tracts&manuals	Tkbr 105:4	... mimpi anjing tahu berburu, alamat bertaulan dengan yang itu. Jika mimpi berjabat anjing alamat menang daripada seterunya. Dan jika mimpi anjing tiada berburu, alamat berolehbahagia. Dan jika mimpi kucing datang ke rumahnya dimimpinya, alamat orang akan datang ke rumahnya. Dan jika mimpi kucing banyak, alamat beroleh kebajikan. Dan jika mimpi dagang ...	nominal	root
1820s	bahagia	tracts&manuals	Tkbr 109:11	.... itu beras padi jadi dan lagi rahmat Allah Ta`ala padanya. Dan jika mimpi melontar daun kayu dengan perlahan-lahan, alamat berbahagia daripada setahun ketiga tahun, berolehbahagia dianugerahkan oleh Allah akan dia. Dan jika mimpi dirinya berikat pinggang, alamat, lanjut usianya. Dan jika mimpi berkain hijau, alamat diperkenankan Allah barang .........	nominal	root
1820s	bahagia	tracts&manuals	Tkbr 127:8	........ Dan jika bergerak kepala yang kanan, alamat beroleh harta padanya. Dan jika bergerak kepala yang kiri, alamat akan sakit. Dan jika bergerak keningnya kanan, alamat akan bahagiapadanya. Dan jika bergerak keningnya kiri, alamat akan sukacita padanya. Dan jika bergerak kelopak matanya yang atas, alamat akan beroleh harta padanya. Dan jika bergerak ..	nominal	root
1850s	bahagia	tracts&manuals	Pwng 261	negrah* daripada Raja atau Mentri padahnya. Jika bermimpi Lam, hendaklah engkau memberi sedekah pada fakir miskin demikianlah padahnya. Jika bermimpi Mim, `alamat engkau berolehbahagia padahnya. Jika bermimpi Nun, `alamat kadatangan sukacita padahnya. Jika bermimpi Wau, `alamat kita [? ]. Jika bermimpi Ha, `alamat orang besar-besar datang pada mu, beroleh	nominal	root
1910s	bahagia	tracts&manuals	Guna 23:5	....... manfaat umat yang umum kepada segala manusia, atau kerana memeliharakan watan tanah airnya yang mulia yang membawa kepada keselamatan yang umum yang mendatangkan tuah dan bahagia. Maka hendaklah tulis atas kertas putih yang bersih lagi suci tiada leta padanya, kemudian pakai olehmu akan dia. Dan inilah rajahnya, insya Allah ta`ala mujarab: © la h a	nominal	root
1640s	bahagia	letters&documents	BS.S 2	..... rahmat atas Muhammad dan sejahtera akan kiranya atas penghulu kami Muhammad yang mempunyai liwa` al-hamd dan mempunyai syafa`at dan rahmat dan salam atas segala taulannya yang bahagia dengan menjagakan sehabis-habis kuasa pada mengusulkan bagi maqsud yaitu pada kerelaan Allah Taala. `Amma ba`du fainna al-faqir al-haqir al-da´if al-raji ila al-latif al-...	non-nominal	root
1640s	bahagia	letters&documents	BS.S 7	. daripada barang yang telah [di]jadikan dia dan barang yang lagi akan dijadi[kan] hingga hari qiamat. Maka qalam pun menyuratlah seperti barang yang dilakukan Allah s.w.t. daripada bahagia segala yang bahagianya dan celaka daripada segala yang celaka dan barang yang dikehendak Allah Taala. ¶ Fasal pada menyatakan peri kejadian `Arasy. Adapun `Arasy itu yaitu .	nominal	root
1640s	bahagia	letters&documents	BS.R 1:11	Panjangnya <seperti> antara langit dan bumi, dan lebarnya seperti antara Masyrik dan Maghrib. Maka ada tersurat dalamnya segala nasib hamba Allah yang berbagai-bagai, daripadabahagia dan celaka, daripada azal datang kepada abad. Syahadan bahawa adalah Lohmahfuz itu sebelah jua yang dilihat `Izra´il dan yang sebelah itu tiada siapa yang mengetahui ia, ...	nominal	root
1640s	bahagia	letters&documents	BS.R 1:12	"... surat olehmu barang yang telah jadi dan barang yang lagi akan datang hingga datang kepada Hari Kiamat!"" Maka Kalam pun menyuratlah seperti yang dilakukan Allah Taala daripadabahagia dan celaka segala yang berbahagia dan yang celaka dengan kehendak Allah Taala. Fasal pada Menyatakan Peri Kejadian Arasy. Adapun Arasy itu dijadikan Allah Taala daripada ..."	nominal	root
1640s	bahagia	letters&documents	BS.R 2/2:113	"........ tanda berbahagia. Maka dinamainya akan dia Nusarwan. Kalakian maka khabar pun dibawa oranglah bahawa Sultan Bilas sudahlah mati. Maka kata Sultan Qobad, ""Itulah tandabahagia anakku!"" Setelah itu maka ia pun pergilah ke negeri Madain serta dengan anak isterinya hingga sampailah ia. Kemudian maka Sultan Qobad ibn Fairuz Syahlah kerajaan <adalah .."	nominal	root
1640s	bahagia	letters&documents	BS.M 3/2:313	".......... khabarmu dan segala khabar anakmu."" Nasihat: Seyogia bagi segala raja-raja mengerjakan insaf dan manfaat akan segala rakyatnya yang fakir miskin supaya diperolehnyabahagiadalam dunia dan dalam akhirat, ialah yang beroleh perangai daripada perangai Amirulmukminin Umar radiallahuanhu. Seperti firman Allah yang tersebut dalam Quran [Qur´an, al-."	nominal	root
1640s	bahagia	letters&documents	BS.M 3/2:369	... Dan sabda Nabi sallallahu alaihi wasallam: Tuba liman tawadaa fi ghairi manqasatin wa dhalla fi ghain miskinatin wa khalata ahl 'l-fadl min qaumihi. Ertinya: Sebaik-baikbahagia bagi barang siapa yang merendahkan dirinya dengan tiada sesuatu kekurangan dan merendahkan dirinya lain daripada kepapaan dirinya, dan berjinak-jinakan diri dengan segala ..	nominal	root
1640s	bahagia	letters&documents	BS.M 3/2:369	..... dirinya dengan tiada sesuatu kekurangan dan merendahkan dirinya lain daripada kepapaan dirinya, dan berjinak-jinakan diri dengan segala ulama dan hukama. Dan sebaik-baikbahagia bagi barang siapa mengamalkan dengan ilmunya dan dibiayakannya daripada kelebihan hartanya dan ditahaninya daripada kelebihan katanya. Dan firman Allah Taala [Qur´an, ´li ..	nominal	root
1640s	bahagia	letters&documents	BS.M 3/2:416	...... Seyogianya bagi segala hamba Allah yang berpenguasaan memerangaikan seperti perangai Harun al-Rasyid pada memaafkan kesalahan segala manusia supaya ia berbahagiadenganbahagia dunia dan akhirat. Seperti firman Allah Taala yang tersebut dalam Quran [Qur´an, al-A`rāf, 7:199.] Ertinya: Maafkan olehmu ya Muhammad dan daripada kesalahan segala manusia	nominal	root
1640s	bahagia	letters&documents	BS.M 3/2:422	"...... barang kehendak yang dicintanya."" Nasihat: Tak dapat tiada bagi segala raja-raja yang adil lagi bijaksana membicarakan sekalian hikayat ini supaya mengambil untung yang bahagia pada masa kerajaannya dan menginsafkan antara segala yang teraniayanya daripada segala yang menganiayai, dan menyampaikan kehendak hamba Allah, dari kerana bahawasanya ....."	non-nominal	root
1640s	bahagia	letters&documents	BS.M 3/2:442	. kebajikan. Nasihat: Seyogia bagi segala hamba Allah hendaklah ia menyampaikan janji segala barang yang dijanjikan dengan Allah subhanahu wa taala supaya ditambah Allah Taala bahagia ia. Seperti firman Allah Taala dalam Quran [Qur. 76, al-Insān, l.] Ertinya: Dibayar mereka itulah segala nazar dan segala janji yang difardukan Allah Taala dan segala ......	nominal	root
1640s	bahagia	letters&documents	BS.M 3/2:461	.. raja-raja yang adil meniatkan berbuat kebajikan akan rakyatnya supaya makmur segala negerinya dan sentosa segala rakyatnya lagi diperolehinya nama kebajikan dalam dunia dan bahagia dalam akhirat dari kerana bahawasanya Allah Taala tiada menilik kepada [sesuatu] melainkan kepada niat jua. Seperti sabda Nabi sallallahu alaihi wasallam: Inna 'l-Laha la ..	nominal	root
1640s	bahagia	letters&documents	BS.M 3/2:475	. pun tiada jadi diruntuhkan orang hingga datang pada masa ini ada jua di negeri Mada´in yang sudah binasa itu. Kata ahlul-muhadisin, pada masa yang mulia dan pada ketika yang bahagia, jadilah Nabi kita Muhammad sallallahu alaihi wasallam yang pelita segala anbia, iaitu pada masa kisra Nusyirwan yang terlalu masyhur adil dan insafnya pada memerintahkan ..	nominal	root
1640s	bahagia	letters&documents	BS.M 3/4:543	"..... engkau lupa daripada minta doa akan daku."" Nasihat: Seyogianya bagi segala sahaya berbuat baktilah ia akan tuhan yang Hakiki dan akan tuhan yang majazi supaya ia berolehbahagiadalam dunia dan akhirat. Seperti sabda Nabi sallallahu alaihi wasallam: Ma min 'abdin 'ata'a `Ilah wa 'ata'a mawalihi illa adkhalahu 'l-jannah. Ertinya: Barang siapa hamba"	nominal	root
1640s	bahagia	letters&documents	BS.M 3/4:556	Bumi yang baik itu tumbuhlah segala tumbuh-tumbuhannya dengan izin Tuhannya dan bumi yang jahat itu tiada tumbuh-tumbuhan melainkan sedikit dengan sukarnya jua. Inilah tamsilbahagia dan celaka. Maka berbahagia itu adalah berguna segala pengajar dan nasihat. Dan yang celaka itu tiada memberi guna dan nasihat. Dan seperti sabda Nabi sallallahu alaihi ....	nominal	root
1640s	bahagia	letters&documents	BS.M 3/4:562	... yang hampir kepada raja meminta syafaat akan seorang hamba Allah yang [di]murkai rajanya atau barang suatu kesakitan supaya diperolehinya pahala yang amat besar dan untungbahagia daripada sebab syafaatnya itu. Seperti firman Allah Taala [Qur´an, al-Nisā´, 4:85.] Ertinya: Barang siapa meminta syafaat kebajikan adalah baginya untung bahagia daripada ..	nominal	root
1640s	bahagia	letters&documents	BS.M 3/4:562	.. dan untung bahagia daripada sebab syafaatnya itu. Seperti firman Allah Taala [Qur´an, al-Nisā´, 4:85.] Ertinya: Barang siapa meminta syafaat kebajikan adalah baginya untungbahagia daripada syafaatnya itu. Kata Mujahid, [itulah] syafaat manusia setengahnya akan setengahnya. Fasal yang Kelima pada menyatakan peri utusan dan segala syarat mereka itu. ...	nominal	root
1800s	bahagia	letters&documents	Banten 20:2	..... adalah berkirim kepada tuan yang mahabangsawan Gurnadur Jenderal dan tuan-tuan bangsawan Raden van India dengan mengirim tabe serta hurmat at-ta`zim lalu memohonkan atasy bahagia beserta untung yang baik dan tadbir printah yang khair wa salah adanya. Wa ba`dah kemudian dari pada itu Pangeran Ratu amat baiq manarima kasih kepada tuan yang ............	nominal	root
1830s	bahagia	letters&documents	Kel 1:3	.. `ala alihi wa's-sahbihi's-salikina ajma`in telah selesai daripada memuji tuhan yang kaya dan salawatkan rasulnya sayyidu'l-anbiya' dan segala keluarganya yang terlebih, aula dan bahagia mina'l-muhajirina wa'l-ansari maka diidafatkan terafdal dan doa yang terakmal serta dengan beberapa pula takzim dan takrim dengan berkat pula mukjizat yang hakim bertambah .	non-nominal	root
1860s	bahagia	letters&documents	VdW MHS 3:2	........... asyik dan berahi segala handai dan tolan dan keluarganya hamba k.h.y.w.r.h pada qarib wal-ba'id adalah hamba tuan laksana orang di tengah padang mendapat naung mahabahagia hamba tuan yang kepanasan matahari dan masyhurlah pada sekalian isi Melaka tempat hamba tuan bernaung ke bawah kuasa tuan. Syahdan maka adalah tuan berkirim kertas sudah ..	non-nominal	root
1870s	bahagia	letters&documents	SRN 34:4	juga dengan Bangkalan waktu masa hidupan Sultan Bangkalan. Maka daripada itu sangat-sangat yang diperhamba empunya rindu dendam hati akan keridaan Sri Paduka Yang Dipertuan Besar bahagiamengabulkan yang diperhamba empunya hajat dan dengan maksud itulah adanya. Maka disudahinya akhir satar ini lain tiada melainkan Yang Diperhamba kedua Yang Diperhamba ......	non-nominal	root
1900s	bahagia	newspapers	Imam 316:26	....... pangkatnya. Tatkala adalah umat yang seumpama ini demikian ada berhajatnya kepada orang yang memberi nasihat akan anak-anaknya padahal telah sampai ia di dalamkeelokanbahagia dan perkumpulan tuah sebagaimana yang kami sebut di atas ini betapakah tidak berhajat umat kita Melayu kepada orang yang boleh memberi nasihat akan dia dan orang yang boleh	nominal	root
1900s	bahagia	newspapers	Imam 321:18	.......... pada agama supaya membukakan mereka itu daripada muka agama itu akan tudungnya dan memimpin tangan mereka itu kepada jalan yang lurus hingga sampai kepada taman yang bahagia. Ah! Sangatnya berhajat umat kita kepada segala hukuman* yang boleh membangunkan tubuh perhimpunannya serta membiasakan mereka itu memakai siluk-siluk sifat kemuliaan yang .	non-nominal	root
1900s	bahagia	newspapers	Imam 325:12	syak padanya lagi. Dan apabila ditilik pada barang yang akan didatangkan oleh Islam atas Jepun daripada kebajikan dan adat yang molek dan perangai yang baik dan kekuatan serta bahagiadi dalam dunia dan akhirat nescaya nyatalah kepada kita jika berpaling ia dari agama ini kepada agama yang lain akan jatuhlah ia kepada kehinaan yang tiada bandingannya. ...	nominal	root
1900s	bahagia	newspapers	Imam 341:1	..... yang bukan-bukan dan kelakuan yang bersalahan dilakukan oleh seseorang diiktikadkannya menurut pengajaran dan nasihat Islam. Dan beberapa pula pekerjaan yang elok-elok dan bahagia ditinggalkan kerana diiktikadkannya larangan dan tegahan Islam. Dengan sebab ini tumbuh beberapa macam percakapan dan ejekan daripada lain bangsa akan orang kita sebelah ...	non-nominal	root
1900s	bahagia	newspapers	Imam 385:21	........ yang memerintahkan ia dengan mengambil akan dia dan bahawasanya ialah asal tiap-tiap nikmat dengan firmanNya :[bahasa Arab] yang bermaksud: tiada sebab bagi berolehbahagia dan tuah melainkan perhimpunan yang bertolong-tolongan dan menyertai berjinak-jinakan hingga bahawa adalah sekaliannya seumpama batang-batang lembing yang meliputi akan dia	nominal	root
1900s	bahagia	newspapers	Imam 423:6	.. pekerjaan engkau dan siasat engkau dan wajiblah keadaan engkau itu ikutan yang baik pada agama bagi segala rakyat engkau. (2) Wajib atas engkau bersungguh-sungguh mendapatkanbahagia umat engkau dan menyenangkan rakyat engkau dan mengamankan segala jajahan negeri engkau dan ketahuilah olehmu bahawasanya sentosa dan bahagia negeri engkau itu tiada dapat .	nominal	root
1900s	bahagia	newspapers	Imam 423:8	.... bersungguh-sungguh mendapatkan bahagia umat engkau dan menyenangkan rakyat engkau dan mengamankan segala jajahan negeri engkau dan ketahuilah olehmu bahawasanya sentosa dan bahagia negeri engkau itu tiada dapat tiada berkehendak kepada kekayaan dan adalah kekayaan dan kelulusan itu tiada didapati jika tiada dengan wasatah pertanam-tanaman dan .........	nominal	root
1900s	bahagia	newspapers	Imam 423:33 .	ibu bapa dengan anaknya supaya kukuh iktikad mereka itu yang engkau kasih sayang di atas mereka itu dan gemar engkau hendak menyenangkan mereka itu dan mendapatkan mereka itu bahagia kerana adalah yang demikian itu perbuatan menambahkan kasih mereka itu dengan engkau dan dijadikan engkau semulia-mulia pangkat pada pandangan mereka itu tetapi tiada wajib	nominal	root
1900s	bahagia	newspapers	Imam 431:22	... demikian juga diharap daripada Yang Mulia Datuk Mufti yang baharu itu kekal di atas jawatannya dengan menunjukkan sekalian kaum Islam yang di situ kepada jalan yang memberibahagiadi dunia dan akhirat. Maka dari sebab picik masa tiadalah dapat dimasukkan tafsilnya itu ke dalam al-Imam melainkan memadailah dengan sekalian wakil-wakil dan tuan-tuan ...	nominal	root
1900s	bahagia	newspapers	Imam 459:10	........ nabi yang setia , Membawa agama Islam yang mulia , Istibdad dan zalim membatalkan dia , Terhembuslah segala mara dan bahaya | Mengikutlah beberapa raja Islam , Jadilah bahagiamemerintah alam , Tetapi beberapa lama di dalam , Kembalilah istibdad dan zalim yang kelam | Maka tatkala telah berjumpa , Akan demikian orang Eropah , Kaedah Islam dipakai	non-nominal	root
1920s	bahagia	newspapers	PK 7:1c	§Timang-timangan bagi Semenanjung Tanah Melayu II: Sungguhlah Semenanjung negeri yang mulia , khazanahnya makmur sangatlah kaya , kepada makhluk memberibahagia, senang sentosa bersuka ria. | Negeri pun aman bertambah ramai , bandar pelabuhan sangatlah permai , rakyat bernaung rukun dan damai , laksana benih baru disemai. |.......	nominal	root
1920s	bahagia	newspapers	PK 10:84b	| Di tepi jalan duduk tersila , jualannya butang, jarum dan nila. | Perniagaan Eropah dapat dilaga , anti selidik di mana juga! | Ahlinya teguh lagi setia - , makin lama semakin bahagia. | Padahal kita berakal budi , bekerja memilih intan dan pudi. | Tolong-menolong bantu-membantu , kemudian hari hasilnya tentu. | Baharulah besar kelak menjelma , pekerjaan	non-nominal	root
1930s	bahagia	newspapers	MG Feb30:40	§ Yang Amat Bahagia Datuk Bentara Luar Encik Muhammad Ghazali bin Muhammad Ariffin Ketua Pejabat Pelajaran Kelantan yang telah bersara (1900-1930). Ringkasan Tarikhnya. Encik Muhammad Ghazali .	non-nominal	root
1930s	bahagia	newspapers	MG Feb30:40	"....... yang mula-mula mengatur temasha ""sport"" dan tari-menari dalam kelab-kelab Kelantan dan jua menunjukkan segala peraturan pakaian-pakaian cara Barat. Pendeknya, Yang Amat Bahagia Datuk Bentara Luar Encik Muhammad Ghazali bin Ariffin ini seorang yang berjasa besar di atas negeri Kelantan, serta pendidik dan pemimpin putera-putera Kelantan Darul Naim."	non-nominal	root
1930s	bahagia	newspapers	S 22Feb30:7	.-saudara yang berhati kasih kepada kemajuan bangsanya yang benar itu memang daripada penyelidik segala hal-ehwal kaum bangsanya di dunia maupun di akhirat. Tetapi saudara yangbahagia ini amat sedikit, dan susah didapati. Dalam seribu itu, seorang diminta jumlah kumpulan ramai. Jika adapun, di dalam keadaan yang lemah ... dan tiada menyertai pemuka kaum,	non-nominal	root
1930s	bahagia	newspapers	MG Jan32:20	. masuk ke dalam golongannya di mana kita belum tahu apa-apakah hal dan perkaranya yang akan berlaku kelak? Tetapi tentulah tiap-tiap orang berkehendak dan mengharap-harapakanbahagia -- senang aman selamat mujur dan maju ... (mudah-mudahan) Majalah Guru pun dengan bilangan ini masuk pula dalam kandungan tahunnya yang ke sembilan, yang mana belum tahu ...	non-nominal	root
1930s	bahagia	newspapers	MG Mar34:107	.... langgaran yang merobohkan pendirian ugama kita Islam. Hidup Kaum Ibu dengan pelajaran dan kehormatan ialah suatu perubahan bangsa kita Melayu dalam hidup bertambah-tambahbahagia dan peraturan hidup Kaum Ibu yang terpelajar dapatlah kita saksikan dari satu masa bertambah-tambah elok dan mulia. Banyak tentang adab kesopanan, pergaulan laki isteri dan	non-nominal	root
